Time,Heartrate,HRV
0:01:48,74.44816,99
0:01:49,74.58194,99
0:01:50,74.71572,99
0:01:51,74.849495,99
0:01:52,74.98328,99
0:01:53,75.11706,99
0:01:54,75.25084,99
0:01:55,75.38461,99
0:01:56,75.518394,99
0:01:57,75.652176,99
0:01:58,75.78595,99
0:01:59,75.91973,99
0:02:00,76.05351,99
0:02:01,76.187294,99
0:02:02,76.32107,99
0:02:03,76.45485,99
0:02:04,76.58863,99
0:02:05,76.722404,99
0:02:06,76.856186,99
0:02:07,76.98997,99
0:02:08,77.12375,99
0:02:09,77.25752,99
0:02:10,77.391304,99
0:02:11,77.525085,99
0:02:12,77.65886,99
0:02:13,77.79264,99
0:02:14,77.92642,99
0:02:15,78.0602,99
0:02:16,78.19398,99
0:02:17,78.32776,99
0:02:18,78.46154,99
0:02:19,78.595314,99
0:02:20,78.729095,99
0:02:21,78.86288,99
0:02:22,78.99666,99
0:02:23,79.13043,99
0:02:24,79.26421,99
0:02:25,79.397995,99
0:02:26,79.53177,99
0:02:27,79.66555,99
0:02:28,79.79933,99
0:02:29,79.93311,99
0:02:30,80.06689,99
0:02:31,80.20067,99
0:02:32,80.33445,99
0:02:33,80.46823,99
0:02:34,80.602005,99
0:02:35,80.73579,99
0:02:36,80.86957,99
0:02:37,81.00334,99
0:02:38,81.13712,99
0:02:39,81.270905,99
0:02:40,81.404686,99
0:02:41,81.53846,99
0:02:42,81.67224,99
0:02:43,81.80602,99
0:02:44,81.9398,99
0:02:45,82.07358,99
0:02:46,82.20736,99
0:02:47,82.34114,99
0:02:48,82.474915,99
0:02:49,82.608696,99
0:02:50,82.74248,99
0:02:51,82.87625,99
0:02:52,83.01003,99
0:02:53,83.143814,99
0:02:54,83.277596,99
0:02:55,83.41137,99
0:02:56,83.54515,99
0:02:57,83.67893,99
0:02:58,83.812706,99
0:02:59,83.94649,99
0:03:00,84.08027,99
0:03:01,84.21405,99
0:03:02,84.347824,99
0:03:03,84.481606,99
0:03:04,84.61539,99
0:03:05,84.74916,99
0:03:06,84.88294,99
0:03:07,85.01672,99
0:03:08,85.150505,99
0:03:09,85.28428,99
0:03:10,85.41806,99
0:03:11,85.55184,99
0:03:12,85.685616,99
0:03:13,85.8194,99
0:03:14,85.95318,99
0:03:15,86.08696,99
0:03:16,86.22073,99
0:03:17,86.354515,99
0:03:18,86.4883,99
0:03:19,86.62207,99
0:03:20,86.75585,99
0:03:21,86.88963,99
0:03:22,87.023415,99
0:03:23,87.15719,99
0:03:24,87.29097,99
0:03:25,87.42475,99
0:03:26,87.558525,99
0:03:27,87.69231,99
0:03:28,87.82609,99
0:03:29,87.95987,99
0:03:30,88.09364,99
0:03:31,88.227425,99
0:03:32,88.361206,99
0:03:33,88.49498,99
0:03:34,88.62876,99
0:03:35,88.76254,99
0:03:36,88.896324,99
0:03:37,89.0301,99
0:03:38,89.16388,99
0:03:39,89.29766,99
0:03:40,89.431435,99
0:03:41,89.565216,99
0:03:42,89.699,99
0:03:43,89.83278,99
0:03:44,89.96655,99
0:03:45,90.100334,99
0:03:46,90.234116,99
0:03:47,90.36789,99
0:03:48,90.50167,99
0:03:49,90.63545,99
0:03:50,90.76923,99
0:03:51,90.90301,99
0:03:52,91.03679,99
0:03:53,91.17057,99
0:03:54,91.304344,99
0:03:55,91.438126,99
0:03:56,91.57191,99
0:03:57,91.70569,99
0:03:58,91.83946,99
0:03:59,91.97324,99
0:04:00,92.107025,99
0:04:01,92.2408,99
0:04:02,92.37458,99
0:04:03,92.50836,99
0:04:04,92.64214,99
0:04:05,92.77592,99
0:04:06,92.9097,99
0:04:07,93.04348,99
0:04:08,93.17725,99
0:04:09,93.311035,99
0:04:10,93.44482,99
0:04:11,93.5786,99
0:04:12,93.71237,99
0:04:13,93.84615,99
0:04:14,93.979935,99
0:04:15,94.113716,99
0:04:16,94.24749,99
0:04:17,94.38127,99
0:04:18,94.51505,99
0:04:19,94.64883,99
0:04:20,94.78261,99
0:04:21,94.91639,99
0:04:22,95.05017,99
0:04:23,95.183945,99
0:04:24,95.317726,99
0:04:25,95.45151,99
0:04:26,95.58528,99
0:04:27,95.71906,99
0:04:28,95.852844,99
0:04:29,95.986626,99
0:04:30,96.1204,99
0:04:31,96.25418,99
0:04:32,96.38796,99
0:04:33,96.521736,99
0:04:34,96.65552,99
0:04:35,96.7893,99
0:04:36,96.92308,99
0:04:37,97.056854,99
0:04:38,97.190636,99
0:04:39,97.32442,99
0:04:40,97.45819,99
0:04:41,97.59197,99
0:04:42,97.72575,99
0:04:43,97.859535,99
0:04:44,97.99331,99
0:04:45,98.12709,99
0:04:46,98.26087,99
0:04:47,98.394646,99
0:04:48,98.52843,99
0:04:49,98.66221,99
0:04:50,98.79599,99
0:04:51,98.92976,99
0:04:52,99.063545,99
0:04:53,99.19733,99
0:04:54,99.3311,99
0:04:55,99.46488,99
0:04:56,99.59866,99
0:04:57,99.732445,99
0:04:58,99.86622,99
0:04:59,100,99
