Time,Heartrate,HRV
0:04:04,100.0,97.63
0:04:05,100.0,98.14
0:04:06,100.0,97.72
0:04:07,112.57,97.22
0:04:08,99.17,97.62
0:04:09,100.0,98.0
0:04:10,99.56,97.4
0:04:11,100.0,97.78
0:04:12,98.57,97.61
0:04:13,99.47,98.12
0:04:14,97.53,98.02
0:04:15,97.78,97.53
0:04:16,99.29,97.87
0:04:17,100.0,97.73
0:04:18,100.0,98.09
0:04:19,99.26,97.51
0:04:20,100.0,97.71
0:04:21,100.0,97.4
0:04:22,99.86,97.29
0:04:23,100.0,97.58
0:04:24,99.01,97.51
0:04:25,98.6,97.14
0:04:26,98.64,97.72
0:04:27,97.68,98.0
0:04:28,99.48,97.69
0:04:29,99.21,97.8
0:04:30,99.17,97.76
0:04:31,100.0,97.43
0:04:32,100.0,97.96
0:04:33,99.82,97.4
0:04:34,100.0,98.0
0:04:35,98.67,97.85
0:04:36,100.0,97.63
0:04:37,100.0,97.78
0:04:38,99.2,97.94
0:04:39,100.0,98.02
0:04:40,98.48,97.55
0:04:41,109.06,97.58
0:04:42,98.37,97.16
0:04:43,98.35,97.58
0:04:44,96.41,97.95
0:04:45,95.42,98.1
0:04:46,95.22,97.71
0:04:47,94.56,97.79
0:04:48,93.08,97.69
0:04:49,94.45,97.7
0:04:50,92.54,98.02
0:04:51,92.19,97.81
0:04:52,93.92,97.95
0:04:53,93.65,97.95
0:04:54,93.9,97.56
0:04:55,94.0,97.37
0:04:56,95.31,97.53
0:04:57,94.29,97.6
0:04:58,92.84,97.73
0:04:59,91.71,97.19
0:05:00,89.95,97.33
0:05:01,91.84,97.7
0:05:02,90.69,97.65
0:05:03,89.92,98.02
0:05:04,90.01,97.91
0:05:05,88.51,97.84
0:05:06,87.74,97.51
0:05:07,87.17,98.15
0:05:08,86.74,97.8
0:05:09,85.95,97.88
0:05:10,85.6,98.22
0:05:11,83.78,97.49
0:05:12,85.0,97.73
0:05:13,83.75,98.26
0:05:14,84.98,98.26
0:05:15,86.46,98.04
0:05:16,85.31,98.15
0:05:17,83.68,98.13
0:05:18,85.0,97.68
0:05:19,85.3,97.71
0:05:20,84.02,98.1
0:05:21,84.3,97.52
0:05:22,85.57,97.47
0:05:23,85.11,98.12
0:05:24,85.44,97.53
0:05:25,86.21,98.11
0:05:26,86.21,98.17
0:05:27,84.36,98.27
0:05:28,85.59,97.62
0:05:29,83.88,98.1
0:05:30,82.59,98.0
0:05:31,83.16,98.23
0:05:32,81.17,97.48
0:05:33,83.16,97.49
0:05:34,81.41,97.66
0:05:35,82.29,97.91
0:05:36,83.14,97.65
0:05:37,84.27,98.13
0:05:38,84.69,98.23
0:05:39,83.59,97.64
0:05:40,82.09,97.38
0:05:41,83.99,97.73
0:05:42,84.51,98.01
0:05:43,83.89,97.83
0:05:44,85.68,97.62
0:05:45,86.1,97.73
0:05:46,86.95,97.38
0:05:47,88.75,97.88
0:05:48,89.93,98.24
0:05:49,88.76,97.78
0:05:50,88.61,97.69
0:05:51,88.78,98.13
0:05:52,90.37,97.79
0:05:53,91.12,97.39
0:05:54,90.78,97.93
0:05:55,89.8,98.29
0:05:56,87.93,97.9
0:05:57,89.17,98.14
0:05:58,88.67,97.39
0:05:59,89.85,97.92
0:06:00,90.87,97.89
0:06:01,90.5,97.65
0:06:02,92.29,97.63
0:06:03,92.69,98.16
0:06:04,92.68,98.19
0:06:05,92.47,98.06
0:06:06,93.75,97.65
0:06:07,94.09,97.39
0:06:08,92.98,97.39
0:06:09,94.95,97.91
0:06:10,93.59,98.03
0:06:11,91.88,97.39
0:06:12,93.16,98.25
0:06:13,91.92,97.43
0:06:14,91.89,98.03
0:06:15,92.15,97.63
0:06:16,94.11,97.34
0:06:17,92.64,98.18
0:06:18,92.92,97.79
0:06:19,79.05,97.51
0:06:20,93.11,98.14
0:06:21,91.95,98.02
0:06:22,90.02,98.03
0:06:23,91.51,97.55
0:06:24,91.82,97.41
0:06:25,91.01,97.39
0:06:26,89.34,98.25
0:06:27,89.29,98.26
0:06:28,88.86,98.24
0:06:29,87.22,98.04
0:06:30,88.31,97.39
0:06:31,89.84,97.33
0:06:32,88.21,98.27
0:06:33,86.6,98.05
0:06:34,86.24,97.81
0:06:35,86.36,98.12
0:06:36,85.03,98.3
0:06:37,86.13,98.13
0:06:38,86.41,97.6
0:06:39,88.24,97.92
0:06:40,86.61,98.17
0:06:41,88.52,97.93
0:06:42,87.63,98.32
0:06:43,86.52,98.22
0:06:44,85.19,97.96
0:06:45,85.11,98.01
0:06:46,84.62,98.33
0:06:47,84.74,98.24
0:06:48,85.68,98.16
0:06:49,83.94,97.93
0:06:50,83.57,98.23
0:06:51,82.05,97.87
0:06:52,82.02,97.37
0:06:53,80.34,97.93
0:06:54,81.86,98.04
0:06:55,82.29,98.12
0:06:56,82.78,97.66
0:06:57,81.97,98.3
0:06:58,80.51,98.19
0:06:59,82.12,98.17
0:07:00,81.43,97.48
0:07:01,80.72,97.83
0:07:02,81.18,98.08
0:07:03,82.46,97.84
0:07:04,80.61,98.29
0:07:05,78.91,97.49
0:07:06,79.23,97.52
0:07:07,81.04,98.08
0:07:08,80.28,98.25
0:07:09,81.2,98.07
0:07:10,82.24,98.02
0:07:11,81.59,98.24
0:07:12,81.09,98.24
0:07:13,81.99,97.61
0:07:14,82.75,97.66
0:07:15,83.65,97.76
0:07:16,84.23,97.81
0:07:17,83.86,97.49
0:07:18,83.49,98.31
0:07:19,83.42,97.47
0:07:20,83.01,98.25
0:07:21,83.46,98.33
0:07:22,83.77,97.88
0:07:23,83.16,98.1
0:07:24,94.12,98.29
0:07:25,82.9,98.0
0:07:26,82.37,97.86
0:07:27,95.84,97.6
0:07:28,83.31,98.05
0:07:29,82.88,98.22
0:07:30,82.11,97.42
0:07:31,81.65,97.41
0:07:32,80.88,97.58
0:07:33,80.47,97.85
0:07:34,80.94,97.79
0:07:35,81.43,98.14
0:07:36,81.9,97.43
0:07:37,82.63,97.83
0:07:38,83.45,98.23
0:07:39,82.67,98.04
0:07:40,82.68,98.05
0:07:41,83.06,97.77
0:07:42,82.36,97.61
0:07:43,63.33,97.38
0:07:44,84.3,97.55
0:07:45,83.6,97.64
0:07:46,84.57,98.29
0:07:47,84.25,98.33
0:07:48,84.24,97.59
0:07:49,84.57,98.3
0:07:50,84.04,98.18
0:07:51,84.37,98.05
0:07:52,85.45,97.66
0:07:53,84.72,98.34
0:07:54,85.36,98.23
0:07:55,85.76,97.78
0:07:56,85.33,98.12
0:07:57,84.57,97.36
0:07:58,84.75,97.45
0:07:59,85.66,97.41
0:08:00,86.07,97.99
0:08:01,86.52,97.77
0:08:02,85.99,97.71
0:08:03,87.11,97.96
0:08:04,87.92,97.62
0:08:05,88.46,97.89
0:08:06,88.05,97.92
0:08:07,87.56,97.86
0:08:08,87.38,97.44
0:08:09,87.46,98.29
0:08:10,87.51,98.17
0:08:11,87.56,97.82
0:08:12,86.86,97.61
0:08:13,86.81,98.02
0:08:14,86.16,97.67
0:08:15,87.29,97.48
0:08:16,87.44,97.54
0:08:17,87.66,98.03
0:08:18,87.2,98.13
0:08:19,86.64,98.21
0:08:20,86.47,98.16
0:08:21,67.28,98.07
0:08:22,87.79,98.03
0:08:23,88.24,97.49
0:08:24,88.98,98.18
0:08:25,89.35,98.27
0:08:26,89.48,97.72
0:08:27,88.84,98.08
0:08:28,70.08,98.19
0:08:29,87.6,97.93
0:08:30,86.99,98.13
0:08:31,86.36,97.72
0:08:32,86.32,98.22
0:08:33,86.03,97.64
0:08:34,86.55,98.21
0:08:35,86.88,97.41
0:08:36,70.1,98.01
0:08:37,87.8,98.17
0:08:38,88.62,97.97
0:08:39,88.73,97.8
0:08:40,88.99,97.75
0:08:41,89.74,97.48
0:08:42,90.4,98.22
0:08:43,90.03,97.94
0:08:44,90.09,97.55
0:08:45,89.32,98.26
0:08:46,89.36,97.41
0:08:47,88.69,97.98
0:08:48,88.8,97.44
0:08:49,89.73,97.89
0:08:50,89.53,98.0
0:08:51,90.28,97.39
0:08:52,90.51,98.05
0:08:53,70.93,97.59
0:08:54,90.9,98.11
0:08:55,101.11,98.13
0:08:56,89.94,97.95
0:08:57,90.07,98.01
0:08:58,90.83,97.47
0:08:59,91.82,97.48
0:09:00,92.47,97.58
0:09:01,91.51,97.77
0:09:02,93.22,97.52
0:09:03,94.2,98.19
0:09:04,92.47,97.78
0:09:05,94.23,97.74
0:09:06,94.08,98.27
0:09:07,92.65,98.17
0:09:08,92.17,97.63
0:09:09,92.98,98.04
0:09:10,93.06,98.09
0:09:11,93.31,97.66
0:09:12,95.09,97.84
0:09:13,95.45,97.69
0:09:14,95.24,97.31
0:09:15,94.12,98.09
0:09:16,95.2,97.78
0:09:17,94.57,97.85
0:09:18,95.28,97.75
0:09:19,94.03,98.14
0:09:20,93.27,98.13
0:09:21,92.24,98.07
0:09:22,93.62,97.32
0:09:23,93.67,97.3
0:09:24,95.63,97.71
0:09:25,96.61,97.78
0:09:26,95.52,97.36
0:09:27,97.25,97.34
0:09:28,98.93,97.72
0:09:29,98.47,97.72
0:09:30,99.31,97.39
0:09:31,97.35,97.28
0:09:32,95.62,97.25
0:09:33,96.68,98.07
0:09:34,95.01,97.41
0:09:35,93.99,97.5
0:09:36,92.33,97.25
0:09:37,94.19,97.58
0:09:38,77.03,97.84
0:09:39,96.19,97.78
0:09:40,95.73,97.62
0:09:41,95.61,97.34
0:09:42,96.54,97.41
0:09:43,97.24,97.35
0:09:44,95.56,97.61
0:09:45,94.12,97.76
0:09:46,95.7,97.25
0:09:47,93.97,97.31
0:09:48,93.7,97.62
0:09:49,94.69,98.16
0:09:50,96.64,98.11
0:09:51,95.23,97.48
0:09:52,94.34,97.98
0:09:53,93.26,98.19
0:09:54,94.88,98.19
0:09:55,94.9,98.1
0:09:56,93.85,98.0
0:09:57,94.6,97.46
0:09:58,95.18,98.14
0:09:59,95.94,97.71
0:10:00,95.22,98.2
0:10:01,96.32,97.61
0:10:02,96.07,97.25
0:10:03,94.96,98.18
0:10:04,95.71,97.38
0:10:05,95.0,97.29
0:10:06,93.04,97.92
0:10:07,93.1,97.96
0:10:08,91.65,98.05
0:10:09,92.51,97.28
0:10:10,92.89,98.21
0:10:11,91.07,98.05
0:10:12,90.0,97.33
0:10:13,90.0,97.61
0:10:14,91.03,97.6
0:10:15,90.0,97.88
0:10:16,91.75,97.96
0:10:17,91.8,97.69
0:10:18,92.5,97.89
0:10:19,92.82,98.26
0:10:20,93.87,97.91
0:10:21,95.22,97.96
0:10:22,95.14,97.36
0:10:23,95.07,98.25
0:10:24,94.28,97.99
0:10:25,94.98,98.01
0:10:26,96.16,98.05
0:10:27,95.6,97.46
0:10:28,94.32,97.34
0:10:29,95.8,98.07
0:10:30,94.71,97.7
0:10:31,93.45,98.14
0:10:32,91.86,97.62
0:10:33,92.25,98.22
0:10:34,92.14,98.15
0:10:35,91.92,97.74
0:10:36,91.5,97.66
0:10:37,93.15,97.57
0:10:38,91.42,97.68
0:10:39,91.02,97.33
0:10:40,90.0,97.38
0:10:41,92.0,98.12
0:10:42,90.09,97.58
0:10:43,90.0,97.97
0:10:44,90.38,98.0
0:10:45,90.0,98.22
0:10:46,91.84,97.61
0:10:47,90.05,97.37
0:10:48,90.0,98.04
0:10:49,91.89,97.7
0:10:50,90.76,97.68
0:10:51,90.0,97.48
0:10:52,90.43,97.6
0:10:53,90.48,98.28
0:10:54,90.68,98.03
0:10:55,90.19,97.49
0:10:56,90.75,97.96
0:10:57,90.23,97.95
0:10:58,91.01,97.47
0:10:59,90.71,97.36
0:11:00,90.02,97.92
0:11:01,89.18,97.62
0:11:02,89.41,97.76
0:11:03,88.74,97.6
0:11:04,88.82,98.06
0:11:05,88.65,97.99
0:11:06,89.1,97.54
0:11:07,88.97,97.95
0:11:08,89.71,97.92
0:11:09,90.5,98.2
0:11:10,90.05,98.19
0:11:11,89.49,98.19
0:11:12,89.88,98.15
0:11:13,89.38,98.24
0:11:14,89.45,98.04
0:11:15,89.22,97.54
0:11:16,88.98,97.45
0:11:17,88.86,97.62
0:11:18,88.9,97.8
0:11:19,89.36,97.35
0:11:20,89.94,97.7
0:11:21,89.04,97.92
0:11:22,88.56,98.06
0:11:23,88.6,98.28
0:11:24,88.48,97.95
0:11:25,88.93,98.23
0:11:26,105.96,97.47
0:11:27,90.39,97.49
0:11:28,89.75,98.11
0:11:29,90.06,98.12
0:11:30,90.63,97.46
0:11:31,90.19,98.01
0:11:32,90.84,98.0
0:11:33,91.65,97.46
0:11:34,92.01,97.67
0:11:35,92.42,97.76
0:11:36,92.33,98.06
0:11:37,92.47,98.2
0:11:38,91.92,97.92
0:11:39,91.69,98.13
0:11:40,90.94,98.28
0:11:41,91.17,98.32
0:11:42,90.04,98.16
0:11:43,90.73,98.32
0:11:44,90.74,98.06
0:11:45,90.81,97.69
0:11:46,91.45,98.08
0:11:47,90.37,97.73
0:11:48,90.83,97.67
0:11:49,90.1,97.96
0:11:50,90.07,97.47
0:11:51,89.03,97.6
0:11:52,88.81,98.31
0:11:53,88.88,97.86
0:11:54,88.62,97.41
0:11:55,88.38,97.63
0:11:56,88.5,97.99
0:11:57,87.84,97.54
0:11:58,88.61,98.25
0:11:59,87.9,98.07
0:12:00,87.76,97.98
0:12:01,86.89,98.31
0:12:02,86.48,98.31
0:12:03,86.31,97.98
0:12:04,86.22,98.11
0:12:05,86.19,98.11
0:12:06,85.56,97.54
0:12:07,85.87,97.59
0:12:08,85.35,97.58
0:12:09,85.88,98.17
0:12:10,86.44,97.75
0:12:11,87.05,97.45
0:12:12,87.65,97.93
0:12:13,87.99,98.25
0:12:14,88.34,97.59
0:12:15,88.35,98.13
0:12:16,88.24,97.8
0:12:17,88.11,98.26
0:12:18,88.37,98.2
0:12:19,88.14,98.1
0:12:20,88.4,98.17
0:12:21,88.61,97.46
0:12:22,87.69,97.61
0:12:23,87.92,97.76
0:12:24,88.26,97.59
0:12:25,88.18,97.75
0:12:26,88.09,98.08
0:12:27,87.73,97.71
0:12:28,87.97,97.86
0:12:29,87.27,97.49
0:12:30,86.96,97.37
0:12:31,86.68,97.93
0:12:32,86.4,97.37
0:12:33,86.6,97.43
0:12:34,87.33,97.71
0:12:35,86.44,98.35
0:12:36,74.0,98.03
0:12:37,86.66,98.32
0:12:38,86.82,97.5
0:12:39,87.3,98.15
0:12:40,67.58,97.83
0:12:41,86.54,97.39
0:12:42,85.49,97.55
0:12:43,84.57,98.14
0:12:44,83.45,97.89
0:12:45,82.33,98.26
0:12:46,81.98,98.29
0:12:47,81.5,97.77
0:12:48,80.57,97.54
0:12:49,81.05,98.25
0:12:50,80.2,97.77
0:12:51,80.43,97.81
0:12:52,80.25,97.85
0:12:53,80.39,97.63
0:12:54,79.36,97.65
0:12:55,78.28,98.35
0:12:56,78.64,97.43
0:12:57,79.4,97.37
0:12:58,78.4,97.61
0:12:59,77.36,97.44
0:13:00,77.84,97.98
0:13:01,78.36,97.52
0:13:02,79.05,98.17
0:13:03,79.09,97.87
0:13:04,78.31,97.91
0:13:05,78.63,97.72
0:13:06,79.16,98.26
0:13:07,78.83,98.19
0:13:08,78.36,97.38
0:13:09,78.61,98.27
0:13:10,77.71,98.35
0:13:11,77.61,97.93
0:13:12,76.43,97.75
0:13:13,75.86,97.78
0:13:14,75.6,97.79
0:13:15,74.96,98.21
0:13:16,74.01,97.93
0:13:17,74.44,98.11
0:13:18,73.86,98.31
0:13:19,74.54,98.07
0:13:20,74.94,97.44
0:13:21,74.45,97.47
0:13:22,74.76,97.4
0:13:23,73.98,98.21
0:13:24,73.0,97.96
0:13:25,71.98,97.85
0:13:26,70.98,97.81
0:13:27,89.3,97.84
0:13:28,71.16,98.2
0:13:29,73.11,97.45
0:13:30,74.25,97.71
0:13:31,73.99,97.52
0:13:32,74.78,97.75
0:13:33,73.9,97.86
0:13:34,75.21,98.15
0:13:35,76.98,98.0
0:13:36,76.74,97.97
0:13:37,78.74,97.94
0:13:38,78.83,98.31
0:13:39,80.2,98.33
0:13:40,78.63,98.26
0:13:41,80.21,98.13
0:13:42,82.19,98.27
0:13:43,83.48,98.02
0:13:44,84.79,97.69
0:13:45,85.51,97.99
0:13:46,87.12,98.07
0:13:47,87.43,98.03
0:13:48,88.86,97.69
0:13:49,87.57,98.09
0:13:50,85.92,97.57
0:13:51,84.45,97.63
0:13:52,83.25,97.7
0:13:53,81.93,98.27
0:13:54,80.94,97.42
0:13:55,80.46,97.95
0:13:56,82.14,97.38
0:13:57,81.47,97.7
0:13:58,81.44,97.97
0:13:59,80.25,97.55
0:14:00,79.33,98.0
0:14:01,77.38,98.36
0:14:02,77.16,97.85
0:14:03,78.95,97.55
0:14:04,77.92,97.7
0:14:05,79.48,98.31
0:14:06,80.97,97.69
0:14:07,80.97,97.62
0:14:08,81.42,97.98
0:14:09,81.96,97.38
0:14:10,80.3,97.81
0:14:11,79.38,97.52
0:14:12,80.21,98.05
0:14:13,81.98,98.29
0:14:14,83.81,97.72
0:14:15,85.27,97.4
0:14:16,83.81,98.19
0:14:17,83.71,97.93
0:14:18,84.36,97.54
0:14:19,85.29,97.76
0:14:20,86.04,98.14
0:14:21,86.5,98.32
0:14:22,87.69,97.64
0:14:23,87.34,98.34
0:14:24,88.92,98.15
0:14:25,88.15,98.32
0:14:26,86.16,97.41
0:14:27,84.99,98.32
0:14:28,86.47,97.62
0:14:29,85.87,97.38
0:14:30,87.2,97.64
0:14:31,88.27,98.02
0:14:32,88.99,97.91
0:14:33,89.66,98.15
0:14:34,89.78,97.53
0:14:35,90.62,97.39
0:14:36,89.26,98.25
0:14:37,87.51,97.76
0:14:38,87.97,98.09
0:14:39,86.86,98.15
0:14:40,88.3,98.08
0:14:41,88.47,98.01
0:14:42,86.52,98.11
0:14:43,85.16,97.72
0:14:44,85.79,98.09
0:14:45,84.29,97.67
0:14:46,83.54,98.18
0:14:47,82.05,98.31
0:14:48,80.14,97.49
0:14:49,79.63,97.78
0:14:50,78.31,98.03
0:14:51,79.31,97.41
0:14:52,80.92,97.98
0:14:53,80.99,98.2
0:14:54,97.51,98.28
0:14:55,80.19,97.67
0:14:56,79.59,98.33
0:14:57,79.99,97.64
0:14:58,80.93,98.36
0:14:59,79.67,97.47
0:15:00,77.79,97.97
0:15:01,78.96,97.78
0:15:02,80.19,97.62
0:15:03,81.23,97.86
0:15:04,79.82,97.64
0:15:05,78.1,98.25
0:15:06,76.79,97.73
0:15:07,77.95,97.61
0:15:08,76.46,98.19
0:15:09,77.01,97.87
0:15:10,77.98,98.13
0:15:11,79.36,97.46
0:15:12,78.63,97.49
0:15:13,80.11,98.05
0:15:14,79.2,98.13
0:15:15,59.25,97.42
0:15:16,78.45,98.0
0:15:17,79.98,98.01
0:15:18,80.93,98.1
0:15:19,82.4,98.24
0:15:20,81.62,97.74
0:15:21,80.91,97.64
0:15:22,79.51,98.32
0:15:23,79.74,97.39
0:15:24,80.34,97.99
0:15:25,82.25,97.64
0:15:26,82.54,97.92
0:15:27,82.18,97.48
0:15:28,82.36,98.0
0:15:29,83.05,98.11
0:15:30,82.49,97.68
0:15:31,83.14,98.15
0:15:32,83.67,97.41
0:15:33,83.43,97.47
0:15:34,82.9,98.25
0:15:35,84.76,97.88
0:15:36,83.42,98.34
0:15:37,82.52,98.22
0:15:38,82.08,97.7
0:15:39,80.59,97.5
0:15:40,79.03,97.71
0:15:41,81.02,97.99
0:15:42,79.42,97.57
0:15:43,78.18,97.7
0:15:44,77.55,97.6
0:15:45,75.64,97.44
0:15:46,74.34,97.91
0:15:47,76.06,97.61
0:15:48,76.56,98.36
0:15:49,78.08,98.15
0:15:50,76.44,97.97
0:15:51,78.1,97.46
0:15:52,79.97,98.02
0:15:53,61.6,97.6
0:15:54,77.83,97.73
0:15:55,76.78,97.57
0:15:56,76.7,97.77
0:15:57,75.87,97.89
0:15:58,74.26,97.56
0:15:59,72.32,97.87
0:16:00,71.33,97.52
0:16:01,72.7,98.24
0:16:02,74.57,97.42
0:16:03,75.09,98.26
0:16:04,76.62,97.38
0:16:05,78.51,97.76
0:16:06,79.06,97.44
0:16:07,77.83,97.86
0:16:08,79.11,97.57
0:16:09,77.2,98.2
0:16:10,77.9,98.16
0:16:11,79.08,97.54
0:16:12,77.22,97.86
0:16:13,75.65,98.01
0:16:14,76.89,98.08
0:16:15,76.26,97.94
0:16:16,76.09,97.44
0:16:17,74.79,97.6
0:16:18,75.7,97.51
0:16:19,76.83,98.04
0:16:20,75.59,97.86
0:16:21,74.33,97.62
0:16:22,73.4,98.14
0:16:23,75.33,98.3
0:16:24,77.22,98.14
0:16:25,77.63,97.38
0:16:26,78.34,97.37
0:16:27,78.47,97.95
0:16:28,77.28,97.92
0:16:29,79.14,97.7
0:16:30,78.79,97.62
0:16:31,79.39,97.94
0:16:32,78.79,97.62
0:16:33,79.13,97.98
0:16:34,78.83,97.37
0:16:35,79.77,97.79
0:16:36,69.62,97.53
0:16:37,78.15,98.08
